WorkspaceRoot.java,Vitalii Parfonov Dmytro Kulieshov Vitaly Parfonov Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Gennady Azarenkov Thomas Mäder Sergii Kabashniuk Alexander Garagatyi Eugene Ivantsov Evgen Vidolob Florent BENOIT Artem Zatsarynnyi
ModelObject.java,Sergii Kabashniuk Max Shaposhnik Thomas Mäder Artem Zatsarynnyi
PreferenceInitializer.java,Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
Rules.java,Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
FileInfoMatcherDescription.java,Sergii Kabashniuk Max Shaposhnik Thomas Mäder Artem Zatsarynnyi
IBuildConfiguration.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
IResourceFilterDescription.java,Sergii Kabashniuk Thomas Mäder
ResourcesPlugin.java,Vitalii Parfonov Dmytro Kulieshov Max Shaposhnik Vitaly Parfonov Valeriy Svydenko Gennady Azarenkov Sergii Kabashniuk Eugene Ivantsov Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavadocFinder.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
ToolFactory.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JREContainerInitializer.java,Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Max Shaposhnik Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
JavaRuntime.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
Launching.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
DefaultAccessRuleParticipant.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
ExecutionEnvironment.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
IAccessRuleParticipant.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
IExecutionEnvironment.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
IResourceDelta.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
ResourceChangedEvent.java,Dmytro Kulieshov Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
ResourceDeltaImpl.java,RomanNikitenko Dmytro Kulieshov Max Shaposhnik Mykhailo Kuznietsov Florent BENOIT Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Oleksandr Garagatyi Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
JavaConventions.java,Max Shaposhnik Mykhailo Kuznietsov Gennady Azarenkov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
SourceTypeConverter.java,Anatoliy Bazko Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
CodenvyClasspathLocation.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CorextMessages.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavaWordFinder.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavaDocLocations.java,Max Shaposhnik Mykhailo Kuznietsov Gennady Azarenkov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
HasLinkedModel.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
JavaReconciler.java,RomanNikitenko Dmytro Kulieshov Max Shaposhnik Mykhailo Kuznietsov Gennady Azarenkov Sergii Kabashniuk Eugene Ivantsov Thomas Mäder Florent BENOIT Artem Zatsarynnyi
SemanticHighlighting.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
SemanticHighlightingReconciler.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
SemanticHighlightings.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
SemanticToken.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
TextViewer.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
UrlContextProvider.java,Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Sergii Kabashniuk Alexander Garagatyi Evgen Vidolob Artem Zatsarynnyi
CheActionAcces.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CheAST.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CodenvyCompilationUnitResolver.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
IRefactoringProcessorIds.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
BecomeWorkingCopyOperation.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
ChangeClasspathOperation.java,Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Max Shaposhnik Thomas Mäder Sergii Kabashniuk Evgen Vidolob Florent BENOIT Artem Zatsarynnyi
JavaModelManager.java,Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Gennady Azarenkov Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavaModelOperation.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
ReconcileWorkingCopyOperation.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
SetContainerOperation.java,Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
CleanUpPreferenceUtil.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
CheCodeFormatterInitializer.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CheCodeFormatterOptions.java,Max Shaposhnik Valeriy Svydenko Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
DocumentChangeListener.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
Formatter.java,Max Shaposhnik Valeriy Svydenko Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
XMLParser.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
NLSUtil.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
JavaPlugin.java,Dmytro Kulieshov Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavaPluginImages.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
ExtractToNullCheckedLocalProposal.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
GenerateForLoopAssistProposal.java,Sergii Kabashniuk Thomas Mäder Florent BENOIT
LinkedNamesAssistProposal.java,Vitaly Parfonov Valeriy Svydenko Mykhailo Kuznietsov Max Shaposhnik Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavadocBrowserInformationControlInput.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CoreUtility.java,Sergii Kabashniuk Thomas Mäder
ImageDescriptorRegistry.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
RefactoringSaveHelper.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
AbstractChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CompilationUnitChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
CompositeChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
DefaultChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
InternalLanguageElementNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
InternalTextEditChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
PreviewNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
RefactoringPluginImages.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
RefactoringPreviewChangeFilter.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
IChangePreviewViewer.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
LanguageElementNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
TextEditChangeNode.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
JavadocHoverStyleSheet.css,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
che-codestyle-eclipse_.xml,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
ICompletionProposalSorter.java,Sergii Kabashniuk Thomas Mäder
DefaultStyler.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CheRefactoringContributions.java,Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
CheRefactoringParticipantsRegistry.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
package.html,Sergii Kabashniuk Thomas Mäder
NewSearchUI.java,Vitalii Parfonov Gennady Azarenkov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
PlatformUI.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Florent BENOIT Artem Zatsarynnyi
IImportStructureProvider.java,Max Shaposhnik Mykhailo Kuznietsov Sergii Kabashniuk Thomas Mäder Artem Zatsarynnyi
CurrentClassFQNProvider.java,Valeriy Svydenko Vladyslav Zhukovskii Sergii Kabashniuk Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaCss.java,Igor Vinokur Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaExtension.java,Vitalii Parfonov Igor Vinokur Valeriy Svydenko Vitaly Parfonov Max Shaposhnik Florent BENOIT Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Mykhailo Kuznietsov Thomas Mäder Evgen Vidolob Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaJsEditorExtension.java,Sergii Kabashniuk
JavaLocalizationConstant.java,RomanNikitenko Roman Nikitenko Igor Vinokur Valeriy Svydenko Vitaly Parfonov Max Shaposhnik Florent BENOIT Michail Kuznetsov Mykhailo Kuznietsov Sergii Kabashniuk Dmitry Shnurenko Aleksandr Andrienko Thomas Mäder Mihail Kuznyetsov Artem Zatsarynnyi
JavaResources.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
JavaUtils.java,Vitalii Parfonov Vitaly Parfonov Dmitry Kuleshov Valeriy Svydenko Max Shaposhnik Michail Kuznetsov Mykhailo Kuznietsov Sergii Kabashniuk Dmitry Shnurenko Mihail Kuznyetsov Artem Zatsarynnyi
FileStructureAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
FindUsagesAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Sergii Kabashniuk Mihail Kuznyetsov Artem Zatsarynnyi
JavaEditorAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Vladyslav Zhukovskyi Mihail Kuznyetsov Artem Zatsarynnyi
NewJavaSourceFileAction.java,Vitaly Parfonov Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Vladyslav Zhukovskyi Artem Zatsarynnyi
NewPackageAction.java,Vitalii Parfonov Vitaly Parfonov Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Vladyslav Zhukovskyi Artem Zatsarynnyi
OpenDeclarationAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
OpenImplementationAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Sergii Kabashniuk Mihail Kuznyetsov Artem Zatsarynnyi
QuickDocumentationAction.java,Vitalii Parfonov Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Sergii Kabashniuk Evgen Vidolob Mihail Kuznyetsov Artem Zatsarynnyi
ChannelParameters.java,Valeriy Svydenko Max Shaposhnik Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
DependenciesUpdater.java,RomanNikitenko Roman Nikitenko Vitaly Parfonov Valeriy Svydenko Sergii Kabashniuk Alexander Garagatyi
JavaClasspathServiceClient.java,Vitalii Parfonov Max Shaposhnik Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
JavaClasspathServiceClientImpl.java,Vitalii Parfonov Igor Vinokur Vitaly Parfonov Max Shaposhnik Mihail Kuznyetsov Michail Kuznetsov Sergii Kabashniuk Evgen Vidolob Mykola Morhun Vladyslav Zhukovskyi Artem Zatsarynnyi
LogsOutputHandler.java,Vitalii Parfonov RomanNikitenko Roman Nikitenko Vitaly Parfonov Sergii Kabashniuk Vitaliy Guliy Artem Zatsarynnyi
FormatterDocument.java,Vladyslav Zhukovskii Sergii Kabashniuk Vladyslav Zhukovskyi Artem Zatsarynnyi
FormatterStore.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
QuickDocPresenter.java,Vitalii Parfonov Anton Korneta Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Thomas Mäder Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Evgen Vidolob Sergii Leshchenko Vladyslav Zhukovskyi Artem Zatsarynnyi
QuickDocView.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
QuickDocViewImpl.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
QuickDocumentation.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
ActionCompletionProposal.java,Vitalii Parfonov Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Sergii Kabashniuk Thomas Mäder Mihail Kuznyetsov Artem Zatsarynnyi
FileWatcher.java,Igor Vinokur Max Shaposhnik Thomas Mäder Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Evgen Vidolob Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaAnnotationModel.java,Anatoliy Bazko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Yevhen Vydolob Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaAnnotationModelFactory.java,RomanNikitenko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaAnnotationUtil.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaChangeInterceptorProvider.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaCodeAssistClient.java,Vitalii Parfonov RomanNikitenko Roman Nikitenko Anton Korneta Valeriy Svydenko Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Michail Kuznetsov Thomas Mäder Sergii Kabashniuk Dmitry Shnurenko Evgen Vidolob Sergii Leshchenko Mihail Kuznyetsov Artem Zatsarynnyi
JavaCodeAssistProcessor.java,RomanNikitenko Vitalii Parfonov Roman Nikitenko Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaCodeAssistProcessorFactory.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaCompletionProposal.java,Vitalii Parfonov RomanNikitenko Valeriy Svydenko Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaFormatter.java,Anatoliy Bazko Max Shaposhnik Valeriy Svydenko Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaPartitionScanner.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaPartitionerFactory.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaQuickAssistProcessor.java,Valeriy Svydenko Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Evgen Vidolob Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaQuickAssistProcessorFactory.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
JavaReconcileClient.java,Vitalii Parfonov RomanNikitenko Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Thomas Mäder Michail Kuznetsov Sergii Kabashniuk Dmitry Shnurenko Evgen Vidolob Mihail Kuznyetsov Artem Zatsarynnyi
JavaReconcilerStrategy.java,RomanNikitenko Roman Nikitenko Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Thomas Mäder Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Evgen Vidolob Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaReconcilerStrategyFactory.java,Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Evgen Vidolob Michail Kuznetsov Artem Zatsarynnyi
JsJavaEditorConfiguration.java,Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Evgen Vidolob Michail Kuznetsov Artem Zatsarynnyi
JsJavaEditorConfigurationFactory.java,Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Evgen Vidolob Michail Kuznetsov Artem Zatsarynnyi
JsJavaEditorProvider.java,RomanNikitenko Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Evgen Vidolob Michail Kuznetsov Artem Zatsarynnyi
OpenDeclarationFinder.java,Igor Vinokur Valeriy Svydenko Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Aleksandr Andrienko Evgen Vidolob Mykola Morhun Vladyslav Zhukovskyi Artem Zatsarynnyi
ProblemAnnotation.java,Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
ProblemRequester.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
QuickFixResolver.java,Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
QuickFixableAnnotation.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
SemanticHighlightRenderer.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
DependencyUpdatedEvent.java,Roman Nikitenko Sergii Kabashniuk RomanNikitenko
DependencyUpdatedEventHandler.java,Roman Nikitenko Sergii Kabashniuk RomanNikitenko
JavaGinModule.java,Vitalii Parfonov RomanNikitenko Dmytro Kulieshov Valeriy Svydenko Vitaly Parfonov Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Aleksandr Andrienko Thomas Mäder Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaJsEditorGinModule.java,Sergii Kabashniuk
PropertyWidgetFactory.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
FileStructure.java,Sergey Skorik Anatoliy Bazko Igor Vinokur Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Oleksandr Garagatyi Sergii Kabashniuk Dmitry Shnurenko SkorikSergey Igor Ohrimenko Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
FileStructureImpl.java,Igor Vinokur Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Yevhen Vydolob Thomas Mäder Vladyslav Zhukovskyi Artem Zatsarynnyi
FileStructureImpl.ui.xml,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Vitaliy Guliy Thomas Mäder Michail Kuznetsov Artem Zatsarynnyi
FileStructurePresenter.java,Vitalii Parfonov Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Aleksandr Andrienko Evgen Vidolob Mykola Morhun Vladyslav Zhukovskyi Artem Zatsarynnyi
AbstractPresentationNode.java,Igor Vinokur Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Yevhen Vydolob Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
FieldNode.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
InitializerNode.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
MethodNode.java,RomanNikitenko Max Shaposhnik Florent BENOIT Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Yevhen Vydolob Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
TypeNode.java,RomanNikitenko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Vladyslav Zhukovskii Sergii Kabashniuk Yevhen Vydolob Thomas Mäder Vladyslav Zhukovskyi Michail Kuznetsov Artem Zatsarynnyi
NoImplementationWidget.java,Igor Vinokur Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
OpenImplementationPresenter.java,Max Shaposhnik Thomas Mäder Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Aleksandr Andrienko Evgen Vidolob Mykola Morhun Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaNavigationServiceImpl.java,Vitalii Parfonov Vitaly Parfonov Valeriy Svydenko Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Dmitry Shnurenko Thomas Mäder Evgen Vidolob Vladyslav Zhukovskyi Artem Zatsarynnyi
JavaSourceFileType.java,Max Shaposhnik Mykhailo Kuznietsov Mihail Kuznyetsov Sergii Kabashniuk Michail Kuznetsov Artem Zatsarynnyi
NewJavaSourceFilePresenter.java,Vitalii Parfonov RomanNikitenko Roman Nikitenko Vitaly Parfonov Valeriy Svydenko Max Shaposhnik Florent BENOIT Mihail Kuznyetsov Michail Kuznetsov Vladyslav Zhukovskii Sergii Kabashniuk Mykhailo Kuznietsov Vladyslav Zhukovskyi Artem Zatsarynnyi
